"movie_odid","display_name","release_odid","release_name","video_release_date","type","distributor"
"316630100","The Vanishing of Sidney Hall","172440119","The Vanishing of Sidney Hall","2018-03-20","Regular","Lionsgate Home Entertainment"
"316640100","Welcome Home","192560119","Welcome Home","2018-12-11","Regular","Lionsgate Home Entertainment"
"316660100","Delirium","168360119","Delirium","2018-01-19","Regular","Gravitas Ventures"
"316680100","Leo da Vinci: Missione Monna Lisa","215160119","Leo DaVinci: Mission Mona Lisa","2019-08-13","RedBox Exclusive","Parade Deck Films"
"316740100","Generation Wealth","185980119","Generation Wealth","2018-10-16","Regular","Lionsgate Home Entertainment"
"316750100","Xi You Ji Nu Er Guo","176320119","The Monkey King 3: Kingdom of Women","2018-05-15","Regular","Lionsgate Home Entertainment"
"316780100","Asher","196650119","Asher","2019-01-08","Regular","Sony Pictures Home Entertainment"
"316810100","Tiempo Compartido","190970119","Tiempo Compartido","2018-11-30","Regular","Netflix"
"316820100","Monsters and Men","194120119","Monsters and Men","2019-01-08","Regular","Universal Home Entertainment"
"316850100","Trump: The Art of the Insult","168530119","Trump The Art of the Insult","2018-01-23","Regular","Highway 61"
"317020100","Skif","179500119","The Last Warrior","2018-08-14","Regular","4 Digital Media"
"317080100","Upgrade","181270119","Upgrade","2018-08-14","Online Only","Universal Home Entertainment"
"317100100","Boundaries","187980119","Boundaries","2018-10-16","Regular","Sony Pictures Home Entertainment"
"317250100","The Neighbor","168770119","The Neighbor","2018-01-26","Regular","Vertical Entertainment"
"317260100","The Chamber","168800119","Chamber The","2018-03-23","Online Only","Cinedigm"
"317270100","Solnechnyy udar","168810119","Sunstroke","2018-02-20","Regular","Under the Milky Way"
"317320100","Mary","219780119","Mary","2019-11-26","Online Only","RLJ"
"317370100","Dog Days","189200119","Dog Days","2018-11-06","Online Only","Fox Home Entertainment"
"317380100","Hong Hai Xing Dong","180990119","Operation Red Sea","2018-07-24","Regular","Well Go USA Video"
"317390100","Operation Finale","186010119","Operation Finale","2018-11-20","Online Only","MGM Video"
"317400100","24 Frames: Before and After Lumiere","194240119","24 Frames: Before and After Lumiere","2019-01-08","Regular","Criterion"
"317410100","Shan zhong zhuan qi","175360119","Legend of the Mountain","2018-05-01","Regular","Kino Lorber"
"317460100","Itzhak","189420119","Itzhak","2018-11-06","Regular","Kino Lorber"
"317470100","Allure","172510119","Allure","2018-03-20","Regular","Samuel Goldwyn"
"317500100","Rendel: Dark Vengeance","168850119","Rendel Dark Vengeance","2018-01-30","Regular","Shout Factory"
"317580100","Viva L’Italia","169010119","Garibaldi","2018-01-30","Regular","MVD"
"317630100","Batman Ninja","171070119","Batman Ninja","2018-04-24","Online Only","Warner Home Video"
"317680100","The Aeronauts","222360119","The Aeronauts","2019-12-20","Amazon Exclusive","Amazon Original Pictures"
"317740100","Where is Kyra?","269560119","Where is Kyra?","2018-07-03","Regular","Universal Home Entertainment"
"317770100","Adrift","183400119","Adrift","2018-08-21","Online Only","Universal Home Entertainment"
"317790100","Victor Crowley","169230119","Victor Crowley","2018-02-06","Regular","Dark Sky Films"
"317800100","Steel Spirit","169240119","Steel Spirit","2003-12-01","Regular","Pershing Films"
"317850100","Jin Gui Zi","190660119","The Ladybug","2018-11-20","Regular","Lionsgate Home Entertainment"
"318020100","Between Land and Sea","185130119","Between Land and Sea","2018-09-11","Regular","Film Movement Video"
"318050100","Joseon Myungtamjung: Heubhyeolgwimaui Bimil","186440119","Detective K: Secret of the Living Dead","2018-09-25","Online Only","Well Go USA Video"
"318060100","Juliet, Naked","188670119","Juliet, Naked","2018-10-30","Online Only","Lionsgate Home Entertainment"
"318070100","Tehran Taboo","178170119","Tehran Taboo","2018-06-12","Regular","Kino Lorber"
"318080100","The Scent of Rain & Lightning","172470119","The Scent of Rain and Lightning","2018-03-20","Regular","Echo Bridge Home Entertainment"
"318100100","Dear Dictator","170920119","Dear Dictator","2018-03-16","Online Only","Cinedigm"
"318130100","Kill Order","169270119","Kill Order","2018-02-06","Regular","RLJ"
"318140100","Resolution Song","169300119","Resolution Song","2018-02-06","Regular","Sony Pictures Home Entertainment"
"318150100","Sebastian","169360119","Sebastian","2018-02-06","Regular","Wolfe Video"
"318160100","Off The Menu","169450119","Off The Menu","2018-02-06","Regular","Sony Pictures Home Entertainment"
"318170100","An Uncommon Grace","169460119","Uncommon Grace An","2018-02-06","Regular","Hallmark"
"318220100","Heisei tanuki gassen ponpoko","169510119","Pom Poko","2018-02-06","Regular","Shout Factory"
"318280100","Pup Star","169590119","Pup Star","2018-02-06","Regular","Air Bud Entertainment"
"318290100","Hong Yi Xiao Nu Hai 2","169630119","The Tag-Along 2","2018-02-06","Online Only","Cinedigm"
"318300100","Casanova Variations","169650119","Casanova Variations","2018-02-06","Online Only","The Orchard"
"318330100","The Cloverfield Paradox","169950119","The Cloverfield Paradox","2019-02-05","Regular","Paramount Home Video"
"318350100","Over the Moon","199490119","Over the Moon","2020-10-23","Netflix Exclusive","Netflix"
"318430100","Maya the Bee: The Honey Games","175140119","Maya the Bee: The Honey Games","2018-05-01","Regular","Shout Factory"
"318460100","Anna and the Apocalypse","197770119","Anna and the Apocalypse","2019-02-12","Online Only","MGM Video"
"318480100","A Little Something for your Birthday","175100119","All I Wish","2018-05-01","Regular","Universal Home Entertainment"
"318510100","Life Itself","190550119","Life Itself","2018-12-21","Amazon Exclusive","Amazon Original Pictures"
"318520100","Lies We Tell","172490119","Lies We Tell","2018-03-20","Regular","Passion River"
"318540100","Kaufman’s Game","236170119","Kaufman’s Game","2018-02-27","Regular","Gravitas Ventures"
"318560100","Makala","192580119","Makala","2018-12-11","Regular","Kino Lorber"
"318630100","Blindspotting","189100119","Blindspotting","2018-11-06","Online Only","Lionsgate Home Entertainment"
"318730100","The Perfect Bride","170000119","Perfect Bride The","2018-02-20","Regular","Hallmark"
"318750100","American Animals","178010119","American Animals","2018-08-14","Online Only","The Orchard"
"318770100","Outside In","173330119","Outside In","2018-10-02","Online Only","The Orchard"
"318870100","Grindhouse Nightmares","170050119","Grindhouse Nightmares","2018-02-13","Regular","Cinedigm"
"318960100","Hellraiser: Judgment","170190119","Hellraiser: Judgment","2018-02-13","Regular","Lionsgate Home Entertainment"
"318970100","Flint","170200119","Flint","2018-02-13","Regular","Sony Pictures Home Entertainment"
"318980100","Linie 41","170240119","Line 41","2018-02-13","Regular","Film Movement Video"
"319000100","Teenage Cocktail","170260119","Teenage Cocktail","2018-02-13","Regular","Mpi Home Video"
"319010100","#Artoffline","170270119","#Artoffline","2018-02-13","Regular","IndiePix Video"
"319020100","The Hudson Tribes","170310119","Hudson Tribes The","2018-02-13","Regular","The Orchard"
"319130100","Patient Zero","188350119","Patient Zero","2018-10-23","Regular","Sony Pictures Home Entertainment"
"319170100","The Wife","193980119","The Wife","2019-01-29","Regular","Sony Pictures Home Entertainment"
"319360100","Awe!","198580119","Awe","2019-02-15","Regular","Netflix"
"319460100","Uribyeol Ilho-wa Eollukso","177570119","The Satellite Girl and the Milk Cow","2018-06-05","Regular","Shout Factory"
"319470100","Gui Mi 2","187070119","Girls vs. Gangsters","2018-10-02","Online Only","Well Go USA Video"
"319490100","El Mar La Mar","246830119","El Mar La Mar","2020-07-21","Online Only","Cinema Guild Video"
"319520100","Doomsday Device","170670119","Doomsday Device","2018-02-20","Regular","Lionsgate Home Entertainment"
"319550100","Underground","170740119","Underground","2018-02-20","Regular","Kino Lorber"
"319630100","Hellcat’s Revenge","170960119","Hellcats Revenge","2018-03-13","Regular","Cinedigm"
"319700100","Change in the Air","191620119","Change in the Air","2018-12-04","Regular","Screen Media Video"
"319710100","Mabel, Mabel, Tiger Trainer","171040119","Mabel, Mabel, Tiger Trainer","2018-04-10","Regular","Cinema Libre Video"
"319760100","Pandas","203010119","Pandas","2019-04-09","Online Only","Warner Home Video"
"319770100","Supercon","177550119","Supercon","2018-06-05","Regular","Sony Pictures Home Entertainment"
"319820100","Unbroken: Path to Redemption","189000119","Unbroken: Path to Redemption","2018-11-27","Online Only","Universal Home Entertainment"
"319830100","Midnighters","179620119","Midnighters","2018-07-03","Regular","Shout Factory"
"319850100","Izzy Gets the F**k Across Town","186310119","Izzy Gets the F**k Across Town","2018-09-25","Regular","Shout Factory"
"319860100","Radioactive","240220119","Radioactive","2020-07-24","Online Only","Amazon Studios"
"320210100","Leave No Trace","186080119","Leave No Trace","2018-10-02","Regular","Universal Home Entertainment"
"320220100","Colette","189110119","Colette","2018-12-04","Online Only","Universal Home Entertainment"
"320260100","Dora and the Lost City of Gold","219760119","Dora and the Lost City of Gold","2019-11-05","Online Only","Paramount Home Video"
"320270100","A Simple Favor","192020119","A Simple Favor","2018-12-11","Online Only","Lionsgate Home Entertainment"
"320360100","Serpent’s Lair","171240119","Serpents Lair","2018-02-27","Regular","Kino Lorber"
"320540100","Puzzle","189140119","Puzzle","2018-11-13","Regular","Sony Pictures Home Entertainment"
"320550100","L’apparition","195320119","The Apparition","2019-01-22","Regular","Music Box Films Video"
"320640100","Damascus Cover","184450119","Damascus Cover","2018-09-04","Regular","Lionsgate Home Entertainment"
"320650100","RBG","181390119","RBG","2018-08-28","Regular","Magnolia Home Entertainment"
"320660100","Daphne & Velma","176770119","Daphne and Velma","2018-05-22","Regular","Warner Home Video"
"320670100","An Ordinary Man","178130119","An Ordinary Man","2018-06-12","Regular","Lionsgate Home Entertainment"
"320680100","High Strung: Free Dance","227500119","High Strung: Free Dance","2020-02-04","Regular","GVN Releasing"
"320690100","The Escape of Prisoner 614","179230119","The Escape of Prisoner 614","2018-06-26","Regular","Lionsgate Home Entertainment"
"320700100","Future World","177140119","Future World","2018-05-25","Online Only","Lionsgate Home Entertainment"
"320710100","La Enfermedad del Domingo","186770119","Sunday's Illness","2018-06-15","Regular","Netflix"
"320730100","The Ice King","218850119","The Ice King","2019-10-08","Regular","Film Movement Video"
"320780100","10x10","176350119","10x10","2018-05-15","Online Only","Vertical Entertainment"
"320790100","Penguins","269710119","Penguins","2019-08-14","Online Only","Walt Disney Home Entertainment"
"321040100","Little","209170119","Little","2019-06-25","Online Only","Universal Home Entertainment"
"321070100","Apocalypsis","171970119","Apocalypsis","2018-03-13","Online Only","Lionsgate Home Entertainment"
"321080100","Batman & Mr. Freeze: Subzero","171440119","Batman and Mr. Freeze Subzero","2018-03-27","Regular","Warner Archive"
"321140100","A Dog’s Way Home","198710119","A Dog’s Way Home","2019-03-26","Online Only","Sony Pictures Home Entertainment"
"321210100","JoJo no kimyô na bôken: Daiyamondo wa kudakenai","228280119","JoJo’s Bizarre Adventure: Diamond is Unbreakable: Chapter 1","2020-02-11","Regular","Warner Home Video"
"321240100","Miss Bala","202160119","Miss Bala","2019-04-16","Online Only","Sony Pictures Home Entertainment"
"321250100","Pengabdi Setan","219350119","Satan’s Slaves","2019-10-15","Online Only","Shudder"
"321260100","The Sun is Also a Star","212890119","The Sun is Also a Star","2019-08-06","Online Only","Warner Home Video"
"321280100","The Kitchen","219720119","The Kitchen","2019-10-22","Online Only","Warner Home Video"
"321290100","Beautifully Broken","192270119","Beautifully Broken","2018-12-04","Regular","GVN Releasing"
"321310100","Madeline’s Madeline","194920119","Madeline’s Madeline","2019-01-15","Regular","Oscilloscope Video"
"321320100","Con Man","171460119","Con Man","2018-03-06","Regular","Sony Pictures Home Entertainment"
"321330100","Firetrail","171480119","Firetrail","2018-03-06","Regular","Cinedigm"
"321340100","Xibalba","171490119","Curse of the Mayans","2018-03-06","Regular","Cinedigm"
"321350100","The Magic of Ordinary Days","171500119","The Magic of Ordinary Days (2005 Hallmark)","2018-03-06","Regular","Hallmark"
"321360100","American Yogi","171550119","American Yogi","2018-03-06","Regular","Kino Lorber"
"321400100","The Orchard End Murder","171610119","Orchard End Murder The","2018-03-06","Regular","Kino Lorber"
"321450100","Dovlatov","188170119","Dovlatov","2018-10-26","Regular","Netflix"
"321510100","Ploey: You Never Fly Alone","207560119","Ploey","2019-04-30","Online and RedBox","Viva"
"321530100","The King","186920119","The King","2018-10-02","Regular","Oscilloscope Video"
"321540100","Blood Brother","195960119","Blood Brother","2019-01-29","Regular","WWE Studios"
"321570100","Wildling","181330119","Wildling","2018-08-07","Regular","Shout Factory"
"321620100","Pyewacket","181890119","Pyewacket","2018-08-07","Regular","Shout Factory"
"321660100","The Judge","215210119","The Judge","2018-04-13","Online Only","Idle Wild Films"
"321730100","Eighth Grade","186000119","Eighth Grade","2018-10-09","Regular","Lionsgate Home Entertainment"
"321750100","Serenity","202080119","Serenity","2019-04-30","Regular","Universal Home Entertainment"
"321760100","Overlord","190440119","Overlord","2019-02-19","Regular","Paramount Home Video"
"321770100","Nobody’s Fool","196120119","Nobody’s Fool","2019-01-29","Online Only","Paramount Home Video"
"321810100","Beast","181410119","Beast","2018-08-21","Online Only","Lionsgate Home Entertainment"
"321930100","Framed for Murder: A Fixer Upper Mystery","171830119","Framed for Murder A Fixer Upper Mystery","2018-04-03","Regular","Hallmark"
"321940100","Wedding March 2: Resorting to Love","171840119","Wedding March 2 Resorting to Love","2018-03-13","Regular","Hallmark"
